Subject;Nativeness;Narrative;Reference;Accessibility_Rating;Referent_Name;Discourse;RE
31;0;6;8;5;Tom;Maintenance;Plain verb
31;0;2;1;0;White cat;Introduction;Bare noun
31;0;2;2;0;Tom;Introduction;Point noun
31;0;2;3;4;Tom;Maintenance;Person agreement verb
31;0;2;4;-1;Fish;Introduction;Bare noun
31;0;2;5;3;Tom;Maintenance;Constructed action
31;0;2;6;0;White cat;Re-introduction;Pronoun
31;0;2;7;-2;Bird;Introduction;Bare noun
31;0;2;8;1;Tom;Re-introduction;Constructed action
31;0;2;9;1;White cat;Re-introduction;Pronoun
31;0;2;10;2;Tom;Re-introduction;Constructed action
31;0;2;11;2;White cat;Re-introduction;Bare noun
31;0;3;1;1;Tom;Introduction;Pronoun
31;0;3;2;0;Jerry;Introduction;Bare noun
31;0;3;3;3;Tom;Maintenance;Constructed action
31;0;3;4;4;Tom;Maintenance;Constructed action
31;0;3;5;5;Tom;Maintenance;Bare noun
31;0;3;6;-1;Piano;Introduction;Bare noun
31;0;3;7;4;Tom;Maintenance;Body part CL
31;0;3;8;2;Piano;Re-introduction;Whole entity CL
31;0;3;9;4;Piano;Re-introduction;Whole entity CL
31;0;3;1;1;Tom;Introduction;Noun point
31;0;3;2;4;Tom;Maintenance;Plain verb
31;0;4;3;-1;Toy girl;Introduction;Bare noun
31;0;4;4;-2;Jerry;Introduction;Bare noun
31;0;4;5;2;Toy girl;Re-introduction;Whole entity CL
31;0;4;6;2;Jerry;Re-introduction;Pronoun
31;0;4;7;2;Toy girl;Re-introduction;Whole entity CL
31;0;4;8;0;Tom;Re-introduction;Bare noun
31;0;4;9;2;Toy girl;Re-introduction;Plain verb
31;0;4;10;4;Toy girl;Maintenance;Plain verb
31;0;4;1;1;Tom;Introduction;Plain verb
31;0;4;2;4;Tom;Maintenance;Body part CL
31;0;8;3;0;Jerry;Introduction;Bare noun
31;0;8;4;4;Jerry;Maintenance;Constructed action
31;0;8;5;-1;Thermometer;Introduction;SASS - Tracing
31;0;8;6;3;Jerry;Maintenance;Person agreement verb
31;0;8;7;-2;Lighter;Introduction;Bare noun
31;0;8;8;3;Jerry;Maintenance;Person agreement verb
31;0;8;9;4;Jerry;Maintenance;Constructed action
31;0;8;10;1;Tom;Re-introduction;Whole entity CL
31;0;9;1;1;Tom;Introduction;Point noun
31;0;9;2;0;Jerry;Introduction;Bare noun
31;0;9;3;2;Tom;Re-introduction;Bare noun
31;0;9;4;4;Tom;Maintenance;Constructed action
31;0;9;5;5;Tom;Maintenance;Constructed action
31;0;9;6;2;Jerry;Re-introduction;Bare noun
31;0;9;7;3;Tom;Re-introduction;Bare noun
31;0;9;8;2;Jerry;Re-introduction;Body part CL
31;0;7;1;0;White cat;Introduction;Bare noun
31;0;7;2;0;Tom;Introduction;Bare noun
31;0;7;3;-1;Black cat;Introduction;Bare noun
31;0;7;4;4;Black cat;Maintenance;Whole entity CL
31;0;7;5;2;White cat;Re-introduction;Bare noun
31;0;7;6;4;White cat;Maintenance;Bare noun
31;0;7;7;1;Tom;Re-introduction;Bare noun
31;0;7;8;4;Tom;Maintenance;Person agreement verb
31;0;7;9;1;Black cat;Re-introduction;Bare noun
31;0;7;10;2;Tom;Re-introduction;Bare noun
31;0;7;11;2;Black cat;Re-introduction;Bare noun
31;0;7;12;4;Black cat;Maintenance;Constructed action
31;0;7;13;2;Tom;Re-introduction;Bare noun
31;0;7;14;4;Tom;Maintenance;Plain verb
35;0;1;1;0;Jerry;Introduction;Bare noun
35;0;1;2;4;Jerry;Maintenance;Plain verb
35;0;1;3;0;Tom;Introduction;Bare noun
35;0;1;4;4;Tom;Maintenance;Plain verb
35;0;1;5;4;Tom;Maintenance;Bare noun
35;0;1;6;-1;Wood;Introduction;SASS - Tracing
35;0;1;7;4;Tom;Maintenance;Constructed action
35;0;1;8;5;Tom;Maintenance;Constructed action
35;0;1;9;-1;Tunnel;Introduction;SASS - Tracing
35;0;1;10;0;Jerry;Re-introduction;Bare noun
35;0;1;11;1;Tom;Re-introduction;Bare noun
35;0;1;12;4;Tom;Maintenance;Plain verb
35;0;1;13;4;Tom;Maintenance;Whole entity CL
35;0;1;14;2;Jerry;Re-introduction;Bare noun
35;0;1;15;4;Jerry;Maintenance;Whole entity CL
35;0;1;16;2;Tom;Re-introduction;Bare noun
35;0;1;17;4;Tom;Maintenance;Whole entity CL
35;0;1;18;4;Tom;Maintenance;Pronoun
35;0;1;19;5;Tom;Maintenance;Bare noun
35;0;1;20;5;Tom;Maintenance;Constructed action
35;0;1;21;5;Tom;Maintenance;Constructed action
35;0;1;22;5;Tom;Maintenance;SASS - Tracing
35;0;1;23;5;Tom;Maintenance;Bare noun
35;0;1;24;5;Tom;Maintenance;SASS - Tracing
35;0;1;25;5;Tom;Maintenance;Constructed action
35;0;1;26;5;Tom;Maintenance;Constructed action
35;0;10;1;1;Jerry;Introduction;Bare noun
35;0;10;2;0;Tom;Introduction;Bare noun
35;0;10;3;4;Tom;Maintenance;Plain verb
35;0;10;4;4;Tom;Maintenance;Bare noun
35;0;10;5;2;Jerry;Re-introduction;Bare noun
35;0;10;6;3;Tom;Re-introduction;Bare noun
35;0;10;7;5;Tom;Maintenance;Plain verb
35;0;10;8;5;Tom;Maintenance;Constructed action
35;0;10;9;-1;Gun;Introduction;Bare noun
35;0;10;10;-2;Wall;Introduction;Fingerspelled noun
35;0;10;11;2;Tom;Maintenance;Constructed action
35;0;10;12;4;Tom;Maintenance;Person agreement verb
35;0;10;13;1;Jerry;Re-introduction;Bare noun
35;0;10;14;2;Tom;Re-introduction;Person agreement verb
35;0;10;15;2;Jerry;Re-introduction;Constructed action
35;0;10;16;2;Tom;Re-introduction;Person agreement verb
35;0;10;17;2;Jerry;Re-introduction;Bare noun
35;0;5;1;1;Tom;Introduction;Point noun
35;0;5;2;4;Tom;Maintenance;Constructed action
35;0;5;3;4;Tom;Maintenance;Constructed action
35;0;5;4;0;Jerry;Introduction;Bare noun
35;0;5;5;4;Jerry;Maintenance;Person agreement verb
35;0;5;6;2;Tom;Re-introduction;Bare noun
35;0;5;7;-2;Couch;Introduction;Bare noun
35;0;5;8;-2;Rope;Introduction;Bare noun
35;0;5;9;2;Tom;Maintenance;Bare noun
35;0;5;10;0;Jerry;Re-introduction;Bare noun
35;0;5;11;4;Jerry;Maintenance;Constructed action
35;0;5;12;4;Jerry;Maintenance;Whole entity CL
35;0;5;13;2;Tom;Re-introduction;Bare noun
35;0;5;14;3;Jerry;Re-introduction;Bare noun
35;0;5;15;-2;Soup;Introduction;Point noun
35;0;5;16;2;Jerry;Re-introduction;Bare noun
35;0;5;17;1;Tom;Re-introduction;Bare noun
35;0;5;18;4;Tom;Maintenance;Constructed action
35;0;5;19;4;Tom;Maintenance;Constructed action
35;0;5;20;5;Tom;Maintenance;Pronoun
35;0;5;21;5;Tom;Maintenance;Constructed action
35;0;5;22;5;Tom;Maintenance;Constructed action
35;0;5;23;1;Jerry;Re-introduction;Point noun
35;0;5;24;-2;Trap;Introduction;Bare noun
35;0;5;25;1;Tom;Re-introduction;Bare noun
35;0;5;26;1;Jerry;Re-introduction;Noun point
35;0;5;27;4;Jerry;Maintenance;Person agreement verb
35;0;5;28;2;Tom;Re-introduction;Constructed action
35;0;5;29;4;Tom;Maintenance;Constructed action
35;0;5;30;4;Tom;Maintenance;Plain verb
35;0;5;31;5;Tom;Maintenance;Plain verb
35;0;6;1;1;Tom;Introduction;Bare noun
35;0;6;2;0;Sword;Introduction;Bare noun
35;0;6;3;-1;Jerry;Introduction;Bare noun
35;0;6;4;1;Tom;Re-introduction;Constructed action
35;0;6;5;2;Jerry;Re-introduction;Bare noun
35;0;6;6;4;Jerry;Maintenance;Constructed action
35;0;6;7;2;Tom;Re-introduction;Bare noun
35;0;6;8;4;Tom;Maintenance;Constructed action
35;0;6;9;2;Jerry;Re-introduction;Bare noun
35;0;6;10;2;Tom;Re-introduction;Bare noun
35;0;6;11;-2;Toilet;Introduction;Bare noun
35;0;6;12;3;Tom;Maintenance;Plain verb
35;0;6;13;4;Tom;Maintenance;Constructed action
35;0;6;14;5;Tom;Maintenance;Constructed action
35;0;6;15;-1;Cabinet;Introduction;Point noun
35;0;6;16;3;Tom;Re-introduction;Bare noun
35;0;6;17;5;Tom;Maintenance;Constructed action
35;0;6;18;5;Tom;Maintenance;Bare noun
35;0;6;19;5;Tom;Maintenance;Constructed action
35;0;6;20;1;Jerry;Re-introduction;Bare noun
35;0;6;21;4;Jerry;Maintenance;Constructed action
35;0;6;22;4;Jerry;Maintenance;Constructed action
35;0;2;1;0;White cat;Introduction;Bare noun
35;0;2;2;4;White cat;Maintenance;Constructed action
35;0;2;3;0;Tom;Introduction;Bare noun
35;0;2;4;2;White cat;Re-introduction;Bare noun
35;0;2;5;2;Tom;Re-introduction;Bare noun
35;0;2;6;4;Tom;Maintenance;Whole entity CL
35;0;2;7;-1;Fish;Introduction;Noun CL
35;0;2;8;2;Tom;Re-introduction;Bare noun
35;0;2;9;0;White cat;Re-introduction;Bare noun
35;0;2;10;2;Tom;Re-introduction;Bare noun
35;0;2;11;4;Tom;Maintenance;Plain verb
35;0;2;12;-1;Bird;Introduction;Noun CL
35;0;2;13;3;Tom;Maintenance;Constructed action
35;0;2;14;0;White cat;Re-introduction;Bare noun
35;0;2;15;2;Tom;Re-introduction;Bare noun
35;0;2;16;2;White cat;Re-introduction;Bare noun
35;0;2;17;2;Tom;Re-introduction;Bare noun
35;0;2;18;2;White cat;Re-introduction;Bare noun
35;0;3;1;0;Stairs;Introduction;Bare noun
35;0;3;2;0;Tom;Introduction;Bare noun
35;0;3;3;-1;Jerry;Introduction;Bare noun
35;0;3;4;-2;Carpet;Introduction;Bare noun
35;0;3;5;2;Jerry;Re-introduction;Bare noun
35;0;3;6;1;Tom;Re-introduction;Bare noun
35;0;3;7;-2;Piano;Introduction;Point noun
35;0;3;8;3;Tom;Maintenance;Body part CL
35;0;3;9;4;Tom;Maintenance;Noun CL
35;0;3;10;1;Jerry;Re-introduction;Bare noun
35;0;3;11;4;Jerry;Maintenance;Plain verb
35;0;3;12;2;Tom;Re-introduction;Bare noun
35;0;3;13;4;Tom;Maintenance;Constructed action
35;0;3;14;4;Tom;Maintenance;Plain verb
35;0;3;15;-1;Wall;Introduction;Bare noun
35;0;3;16;3;Tom;Re-introduction;Bare noun
35;0;3;17;0;Piano;Re-introduction;Bare noun
35;0;3;18;2;Tom;Re-introduction;Bare noun
35;0;3;19;4;Tom;Maintenance;Constructed action
35;0;4;1;1;Tom;Introduction;Bare noun
35;0;4;2;-1;Toy girl;Introduction;SASS - Tracing
35;0;4;3;-1;Door;Introduction;Bare noun
35;0;4;4;-2;Jerry;Introduction;Bare noun
35;0;4;5;-1;Toy girl;Introduction;Noun CL
35;0;4;6;2;Jerry;Re-introduction;Constructed action
35;0;4;7;2;Toy girl;Re-introduction;Whole entity CL
35;0;4;8;4;Toy girl;Maintenance;Whole entity CL
35;0;4;9;2;Jerry;Re-introduction;Bare noun
35;0;4;10;2;Toy girl;Re-introduction;Bare noun
35;0;4;11;5;Toy girl;Maintenance;Whole entity CL
35;0;4;12;1;Tom;Re-introduction;Bare noun
35;0;4;13;4;Tom;Maintenance;Constructed action
35;0;4;14;2;Toy girl;Re-introduction;Bare noun
35;0;4;15;2;Tom;Re-introduction;Bare noun
35;0;4;16;5;Tom;Maintenance;Plain verb
35;0;4;17;5;Tom;Maintenance;Constructed action
35;0;4;18;5;Tom;Maintenance;Plain verb
35;0;8;1;1;Tom;Introduction;Bare noun
35;0;8;2;4;Tom;Maintenance;Constructed action
35;0;8;3;0;Jerry;Introduction;Bare noun
35;0;8;4;3;Tom;Re-introduction;Bare noun
35;0;8;5;5;Tom;Maintenance;Constructed action
35;0;8;6;2;Jerry;Re-introduction;Bare noun
35;0;8;7;4;Jerry;Maintenance;Constructed action
35;0;8;8;2;Tom;Re-introduction;Bare noun
35;0;8;9;4;Tom;Maintenance;Body part CL
35;0;8;10;2;Jerry;Re-introduction;Bare noun
35;0;8;11;-2;Thermometer;Introduction;Noun CL
35;0;8;12;4;Thermometer;Maintenance;Person agreement verb
35;0;8;13;2;Tom;Re-introduction;Bare noun
35;0;8;14;4;Tom;Maintenance;Constructed action
35;0;8;15;-1;Lighter;Introduction;Bare noun
35;0;8;16;0;Jerry;Re-introduction;Constructed action
35;0;8;17;0;Thermometer;Re-introduction;Bare noun
35;0;8;18;4;Thermometer;Maintenance;Plain verb
35;0;8;19;1;Tom;Re-introduction;Bare noun
35;0;9;1;1;Tom;Introduction;Bare noun
35;0;9;2;0;Jerry;Introduction;Bare noun
35;0;9;3;3;Tom;Maintenance;Constructed action
35;0;9;4;4;Tom;Maintenance;Constructed action
35;0;9;5;2;Jerry;Re-introduction;Bare noun
35;0;9;6;4;Jerry;Maintenance;Constructed action
35;0;9;7;4;Jerry;Maintenance;Constructed action
35;0;9;8;5;Jerry;Maintenance;Constructed action
35;0;9;9;-1;Hat;Introduction;SASS - Static
35;0;9;10;-2;Needle;Introduction;Point noun
35;0;9;11;1;Jerry;Re-introduction;Constructed action
35;0;9;12;2;Needle;Re-introduction;Bare noun
35;0;9;13;2;Jerry;Re-introduction;Constructed action
35;0;9;14;0;Tom;Re-introduction;Bare noun
35;0;9;15;4;Tom;Maintenance;Constructed action
35;0;9;16;2;Jerry;Re-introduction;Bare noun
35;0;9;17;4;Jerry;Maintenance;Constructed action
35;0;9;18;4;Jerry;Maintenance;Constructed action
35;0;9;19;2;Tom;Re-introduction;Bare noun
35;0;9;20;4;Tom;Maintenance;Constructed action
35;0;7;1;1;Couch;Introduction;Bare noun
35;0;7;2;0;White cat;Introduction;Bare noun
35;0;7;3;4;White cat;Maintenance;Constructed action
35;0;7;4;4;White cat;Maintenance;Constructed action
35;0;7;5;-1;Tom;Introduction;Bare noun
35;0;7;6;3;White cat;Re-introduction;Bare noun
35;0;7;7;-2;Black cat;Introduction;Noun point
35;0;7;8;4;Black cat;Maintenance;Whole entity CL
35;0;7;9;2;Tom;Re-introduction;Bare noun
35;0;7;10;4;Tom;Maintenance;Constructed action
35;0;7;11;2;Black cat;Re-introduction;Bare noun
35;0;7;12;2;Tom;Re-introduction;Bare noun
35;0;7;13;5;Tom;Maintenance;Constructed action
35;0;7;14;5;Tom;Maintenance;Plain verb
35;0;7;15;2;Black cat;Re-introduction;Bare noun
35;0;7;16;0;White cat;Re-introduction;Bare noun
35;0;7;17;2;Black cat;Re-introduction;Bare noun
35;0;7;18;4;Black cat;Maintenance;Constructed action
35;0;7;19;1;Tom;Re-introduction;Bare noun
35;0;7;20;4;Tom;Maintenance;Plain verb
35;0;7;21;4;Tom;Maintenance;Constructed action
35;0;7;22;5;Tom;Maintenance;Bare noun
35;0;7;23;5;Tom;Maintenance;Constructed action
35;0;7;24;5;Tom;Maintenance;Plain verb
35;0;7;25;1;Black cat;Re-introduction;Bare noun
38;1;1;1;0;Jerry;Introduction;Bare noun
38;1;1;2;-1;Tom;Introduction;Bare noun
38;1;1;3;2;Jerry;Re-introduction;Bare noun
38;1;1;4;2;Tom;Re-introduction;Bare noun
38;1;1;5;4;Tom;Maintenance;SASS - Tracing
38;1;1;6;2;Jerry;Re-introduction;Bare noun
38;1;1;7;2;Tom;Re-introduction;Bare noun
38;1;10;1;1;Jerry;Introduction;Bare noun
38;1;10;2;0;Tom;Introduction;Bare noun
38;1;10;3;2;Jerry;Re-introduction;Bare noun
38;1;10;4;2;Tom;Re-introduction;Bare noun
38;1;10;5;4;Tom;Maintenance;Constructed action
38;1;10;6;5;Tom;Maintenance;Constructed action
38;1;10;7;5;Tom;Maintenance;Constructed action
38;1;10;8;1;Jerry;Re-introduction;Plain verb
38;1;10;9;3;Tom;Re-introduction;Bare noun
38;1;10;10;5;Tom;Maintenance;Constructed action
38;1;10;11;5;Tom;Maintenance;Person agreement verb
38;1;5;1;1;Tom;Introduction;Bare noun
38;1;5;2;4;Tom;Maintenance;Constructed action
38;1;5;3;4;Tom;Maintenance;Constructed action
38;1;5;4;-1;Jerry;Introduction;Bare noun
38;1;5;5;3;Tom;Re-introduction;Constructed action
38;1;5;6;2;Jerry;Re-introduction;Bare noun
38;1;5;7;4;Jerry;Maintenance;Whole entity CL
38;1;5;8;2;Tom;Re-introduction;Bare noun
38;1;5;9;4;Tom;Maintenance;Constructed action
38;1;5;10;4;Tom;Maintenance;Constructed action
38;1;6;1;1;Jerry;Introduction;Bare noun
38;1;6;2;0;Tom;Introduction;Bare noun
38;1;6;3;4;Tom;Maintenance;Constructed action
38;1;6;4;4;Tom;Maintenance;Constructed action
38;1;6;5;5;Tom;Maintenance;Constructed action
38;1;6;6;5;Tom;Maintenance;Constructed action
38;1;6;7;5;Tom;Maintenance;Constructed action
38;1;6;8;5;Tom;Maintenance;Constructed action
38;1;2;1;0;White cat;Introduction;Bare noun
38;1;2;2;0;Tom;Introduction;Bare noun
38;1;2;3;4;Tom;Maintenance;Constructed action
38;1;2;4;4;Tom;Maintenance;Constructed action
38;1;2;5;2;White cat;Re-introduction;Bare noun
38;1;2;6;3;Tom;Re-introduction;Constructed action
38;1;2;7;2;White cat;Re-introduction;Bare noun
38;1;2;8;2;Tom;Re-introduction;Constructed action
38;1;2;9;4;Tom;Maintenance;Constructed action
38;1;3;1;1;Jerry;Introduction;Bare noun
38;1;3;2;0;Tom;Introduction;Bare noun
38;1;3;3;2;Jerry;Re-introduction;Bare noun
38;1;3;4;2;Tom;Re-introduction;Constructed action
38;1;3;5;2;Jerry;Re-introduction;Bare noun
38;1;3;6;2;Tom;Re-introduction;Constructed action
38;1;3;7;4;Tom;Maintenance;Constructed action
38;1;3;8;5;Tom;Maintenance;Constructed action
38;1;3;9;5;Tom;Maintenance;Constructed action
38;1;4;1;1;Tom;Introduction;Bare noun
38;1;4;2;0;Jerry;Introduction;Bare noun
38;1;4;3;-2;Toy girl;Introduction;Bare noun
38;1;4;4;2;Jerry;Re-introduction;Bare noun
38;1;4;5;2;Toy girl;Re-introduction;Bare noun
38;1;4;6;2;Jerry;Re-introduction;Bare noun
38;1;4;7;2;Toy girl;Re-introduction;Bare noun
38;1;4;8;0;Tom;Re-introduction;Bare noun
38;1;4;9;4;Tom;Maintenance;Constructed action
38;1;4;10;4;Tom;Maintenance;Constructed action
38;1;8;1;1;Tom;Introduction;Bare noun
38;1;8;2;0;Jerry;Introduction;Bare noun
38;1;8;3;4;Jerry;Maintenance;Constructed action
38;1;8;4;2;Tom;Re-introduction;Constructed action
38;1;8;5;2;Jerry;Re-introduction;Bare noun
38;1;8;6;5;Jerry;Maintenance;Person agreement verb
38;1;8;7;5;Jerry;Maintenance;Constructed action
38;1;8;8;2;Tom;Re-introduction;Constructed action
38;1;9;1;1;Tom;Introduction;Bare noun
38;1;9;2;0;Jerry;Introduction;Bare noun
38;1;9;3;4;Jerry;Maintenance;Constructed action
38;1;9;4;4;Jerry;Maintenance;Constructed action
38;1;9;5;5;Jerry;Maintenance;Constructed action
38;1;9;6;5;Jerry;Maintenance;Constructed action
38;1;9;7;1;Tom;Re-introduction;Constructed action
38;1;9;8;4;Tom;Maintenance;Constructed action
38;1;9;9;2;Jerry;Re-introduction;Bare noun
38;1;9;10;2;Tom;Re-introduction;Bare noun
38;1;7;1;0;White cat;Introduction;Bare noun
38;1;7;2;0;Tom;Introduction;Bare noun
38;1;7;3;-1;Black cat;Introduction;Bare noun
38;1;7;4;4;Black cat;Maintenance;Whole entity CL
38;1;7;5;4;Black cat;Maintenance;Constructed action
38;1;7;6;1;White cat;Re-introduction;Bare noun
38;1;7;7;0;Tom;Re-introduction;Point noun
38;1;7;8;2;White cat;Re-introduction;Bare noun
38;1;7;9;1;Black cat;Re-introduction;Whole entity CL
38;1;7;10;1;Tom;Re-introduction;Person agreement verb
38;1;7;11;2;Black cat;Re-introduction;Whole entity CL
38;1;7;12;4;Black cat;Maintenance;Constructed action
38;1;7;13;2;Tom;Re-introduction;Bare noun
